Indicator Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
"PPG, official creditors (NFL, US$)",-24905769.7,11458346.8,67846798.8,117256553.2,149210439.8,80029586.1,32745406.9,163574170.5,-12459306.4,21503190.4,-55662308.5,347107327.6,389536647.8,136011367.0,537471360.2,615100223.0,114101867.6,276033100.9,371447759.0,-22018648.8,547848564.3,-101387632.3,-291210682.6,65435063.6,-280398677.7,8797355.2,-328177937.0
"PPG, other private creditors (NFL, current US$)",756000.0,-8546000.0,-5261000.0,-3198000.0,-941000.0,-1598000.0,-1562000.0,-1911000.0,-862000.0,-415000.0,-249000.0,-10719000.0,-213000.0,-186000.0,-29000.0,-8000.0,-9000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
"PPG, private creditors (NFL, US$)",29111000.0,-62395000.0,90372000.0,-39356000.0,-35982000.0,-32174000.0,292862000.0,-33964000.0,267312000.0,328421000.0,-585000.0,-10719000.0,-148569000.0,46000.0,240000.0,1539000.0,-324603000.0,700014000.0,417248000.0,817000.0,8838000.0,702518000.0,495505000.0,-1585000.0,1697518000.0,1196703000.0,996777000.0
"PPP conversion factor, GDP (LCU per international $)",1.7863960854723,1.91040648866096,2.03309589630334,2.20151078343704,2.28036556754308,2.38214844212279,2.50653917391693,2.62773746790176,2.69209853828425,2.77964961556908,2.84790691424793,2.90028009282861,3.02489655509065,3.24718462634624,3.34266400122116,3.47266164718908,3.63653254508972,3.64788222312927,3.71683359146118,3.76683330535889,3.73157215118408,3.85765671730042,3.93259406089783,3.88910504183936,3.9567998440384,4.0180568898332,3.94886887678156
"PPP conversion factor, private consumption (LCU per international $)",1.94530764291687,2.09887633403404,2.24029245762365,2.3519445749389,2.42158095635329,2.48250227254302,2.59017157100994,2.75709229946364,2.84695670451691,2.98285861965629,3.1477611982969,3.24945555801385,3.37484763831004,3.61914468033465,3.69958201700849,3.78036804336182,3.89240765571594,3.85522174835205,4.03639888763428,4.11896800994873,4.16195869445801,4.25938129425049,4.40326976776123,4.45954623561119,4.54223391133033,4.63111264041367,4.61179127920629
Pregnant women receiving prenatal care (%),56.0,-1.0,-1.0,-1.0,64.1,-1.0,-1.0,84.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,93.2,-1.0,-1.0,-1.0,-1.0,-1.0,91.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
"Preprimary education, duration (years)",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
"Present value of external debt (% of exports of goods, services and primary income)",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Present value of external debt (% of GNI),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Present value of external debt (current US$),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Prevalence of anemia among children (% of children ages 6-59 months),-1.0,-1.0,-1.0,-1.0,-1.0,32.7,32.8,32.9,33.0,32.8,32.2,31.4,30.1,28.4,26.4,24.0,21.5,19.1,16.7,14.7,13.1,11.8,10.8,10.2,9.8,-1.0,-1.0
Prevalence of anemia among non-pregnant women (% of women ages 15-49),-1.0,-1.0,-1.0,-1.0,-1.0,22.0,20.8,19.8,19.0,18.2,17.2,16.4,15.5,14.5,13.5,12.5,11.5,10.6,9.8,9.1,8.5,8.0,7.6,7.3,7.0,-1.0,-1.0
Prevalence of anemia among pregnant women (%),-1.0,-1.0,-1.0,-1.0,-1.0,27.1,26.2,25.3,24.8,24.0,23.1,22.2,21.5,20.6,19.7,18.8,17.8,17.0,16.1,15.3,14.7,14.1,13.5,13.0,12.7,-1.0,-1.0
Prevalence of anemia among women of reproductive age (% of women ages 15-49),-1.0,-1.0,-1.0,-1.0,-1.0,22.4,21.3,20.3,19.5,18.6,17.7,16.8,15.9,14.9,14.0,12.9,11.9,11.0,10.2,9.5,8.9,8.4,7.9,7.6,7.4,-1.0,-1.0
Prevalence of current tobacco use (% of adults),-1.0,-1.0,-1.0,-1.0,-1.0,14.3,-1.0,-1.0,-1.0,-1.0,13.4,-1.0,-1.0,-1.0,-1.0,12.5,-1.0,-1.0,-1.0,-1.0,11.6,-1.0,-1.0,11.0,11.0,10.9,-1.0
"Prevalence of current tobacco use, females (% of female adults)",-1.0,-1.0,-1.0,-1.0,-1.0,3.3,-1.0,-1.0,-1.0,-1.0,2.8,-1.0,-1.0,-1.0,-1.0,2.3,-1.0,-1.0,-1.0,-1.0,1.9,-1.0,-1.0,1.7,1.6,1.6,-1.0
"Prevalence of current tobacco use, males (% of male adults)",-1.0,-1.0,-1.0,-1.0,-1.0,25.2,-1.0,-1.0,-1.0,-1.0,23.9,-1.0,-1.0,-1.0,-1.0,22.6,-1.0,-1.0,-1.0,-1.0,21.2,-1.0,-1.0,20.5,20.4,20.1,-1.0
"Prevalence of HIV, female (% ages 15-24)",0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Prevalence of HIV, male (% ages 15-24)",0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Prevalence of HIV, total (% of population ages 15-49)",0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2
Prevalence of moderate or severe food insecurity in the population (%),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.7,44.2,43.5,45.2,49.6,55.8,59.8
"Prevalence of overweight (modeled estimate, % of children under 5)",-1.0,-1.0,-1.0,-1.0,-1.0,6.2,6.1,6.0,5.9,5.8,5.7,5.6,5.5,5.4,5.3,5.2,5.1,5.1,5.0,4.9,4.8,4.8,4.7,4.7,4.7,4.7,4.8
"Prevalence of overweight, weight for height (% of children under 5)",6.2,-1.0,-1.0,-1.0,6.9,7.3,-1.0,5.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.9,-1.0,-1.0,-1.0,-1.0,-1.0,4.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
"Prevalence of overweight, weight for height, female (% of children under 5)",5.6,-1.0,-1.0,-1.0,6.2,6.2,-1.0,4.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,4.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
"Prevalence of overweight, weight for height, male (% of children under 5)",6.8,-1.0,-1.0,-1.0,7.6,8.4,-1.0,6.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.2,-1.0,-1.0,-1.0,-1.0,-1.0,5.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Prevalence of severe food insecurity in the population (%),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.1,17.0,17.1,18.1,19.2,20.7,21.1
"Prevalence of severe wasting, weight for height (% of children under 5)",1.5,-1.0,-1.0,-1.0,1.4,1.6,-1.0,0.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,0.1,-1.0,-1.0,-1.0,-1.0,-1.0,0.2
"Prevalence of severe wasting, weight for height, female (% of children under 5)",1.1,-1.0,-1.0,-1.0,1.0,1.3,-1.0,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,0.1,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
"Prevalence of severe wasting, weight for height, male (% of children under 5)",1.8,-1.0,-1.0,-1.0,1.8,1.9,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,0.3
"Prevalence of stunting, height for age (% of children under 5)",55.4,-1.0,-1.0,-1.0,53.1,51.0,-1.0,54.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.5,-1.0,-1.0,-1.0,-1.0,-1.0,46.7,-1.0,-1.0,-1.0,-1.0,-1.0,46.0
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",-1.0,-1.0,-1.0,-1.0,-1.0,53.2,53.3,53.2,52.9,52.6,52.2,51.9,51.4,50.6,49.6,48.7,47.8,47.1,46.5,46.0,46.0,45.8,45.5,45.3,44.9,44.2,43.7
"Prevalence of stunting, height for age, female (% of children under 5)",54.0,-1.0,-1.0,-1.0,51.5,51.0,-1.0,54.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.6,-1.0,-1.0,-1.0,-1.0,-1.0,46.1,-1.0,-1.0,-1.0,-1.0,-1.0,44.9
"Prevalence of stunting, height for age, male (% of children under 5)",56.8,-1.0,-1.0,-1.0,54.6,51.1,-1.0,55.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.5,-1.0,-1.0,-1.0,-1.0,-1.0,47.3,-1.0,-1.0,-1.0,-1.0,-1.0,47.1
Prevalence of undernourishment (% of population),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.7,20.3,19.4,19.6,19.4,18.3,18.7,18.2,17.5,15.8,15.3,15.7,16.1,16.2,15.7,14.8,14.4,14.1,14.1,13.5,13.3
"Prevalence of underweight, weight for age (% of children under 5)",21.7,-1.0,-1.0,-1.0,20.3,18.8,-1.0,18.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.1,-1.0,-1.0,-1.0,-1.0,-1.0,12.4,-1.0,-1.0,-1.0,-1.0,-1.0,14.4
"Prevalence of underweight, weight for age, female (% of children under 5)",21.1,-1.0,-1.0,-1.0,17.8,19.4,-1.0,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.3,-1.0,-1.0,-1.0,-1.0,-1.0,12.1,-1.0,-1.0,-1.0,-1.0,-1.0,12.8
"Prevalence of underweight, weight for age, male (% of children under 5)",22.3,-1.0,-1.0,-1.0,22.7,18.2,-1.0,18.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.9,-1.0,-1.0,-1.0,-1.0,-1.0,12.6,-1.0,-1.0,-1.0,-1.0,-1.0,16.0
"Prevalence of wasting, weight for height (% of children under 5)",3.8,-1.0,-1.0,-1.0,2.9,3.7,-1.0,1.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8,-1.0,-1.0,-1.0,-1.0,-1.0,0.8
"Prevalence of wasting, weight for height, female (% of children under 5)",3.0,-1.0,-1.0,-1.0,2.2,2.9,-1.0,1.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4,-1.0,-1.0,-1.0,-1.0,-1.0,0.6
"Prevalence of wasting, weight for height, male (% of children under 5)",4.6,-1.0,-1.0,-1.0,3.5,4.5,-1.0,2.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
Price level ratio of PPP conversion factor (GDP) to market exchange rate,0.307437456626218,0.313633846969556,0.335289657519887,0.344287311309433,0.308770878304616,0.306852975975732,0.318955209147099,0.33595477554774,0.339016803924524,0.349795635154045,0.373058397369424,0.381483738041293,0.394210441172492,0.429520185156224,0.409562148539238,0.430970506258999,0.467095349933648,0.465670942449775,0.473071348190396,0.487159828908271,0.487480383416723,0.507590617830177,0.535196884581898,0.517225654954953,0.514090567674398,0.520362473024962,0.51055996631945
"Primary completion rate, female (% of relevant age group)",-1.0,42.2867889404297,-1.0,-1.0,46.1320991516113,49.9357414245605,52.0127410888672,56.1217498779297,-1.0,63.293270111084,67.4253768920898,70.9924392700195,71.8644790649414,74.8583984375,80.1953201293945,81.5471496582031,84.6152191162109,85.3049011230469,85.4220581054688,84.6549606323242,83.7878875732422,80.9499893188477,80.7756423950195,80.6576080322266,80.1565017700195,81.354606628418,87.5968399047852
"Primary completion rate, male (% of relevant age group)",-1.0,50.8725090026855,-1.0,-1.0,55.1386604309082,58.6752700805664,60.5377883911133,63.9217910766602,-1.0,71.1865234375,74.9632797241211,77.3732604980469,77.2472534179688,79.9856185913086,85.6986083984375,86.2041091918945,87.8926467895508,87.5340728759766,87.4926986694336,87.6836471557617,86.4777297973633,82.3178405761719,83.1510696411133,82.8140335083008,81.2930603027344,81.3155899047852,89.3870620727539
"Primary completion rate, total (% of relevant age group)",-1.0,46.6381492614746,-1.0,-1.0,50.7087287902832,54.3726081848145,56.335578918457,60.0751113891602,-1.0,67.2934188842773,71.2449569702148,74.2240905761719,74.5880508422852,77.4527130126953,82.9801330566406,83.9035034179688,86.2735214233398,86.4331207275391,86.4700469970703,86.1878128051758,85.149299621582,81.6419296264648,81.9770126342773,81.7480926513672,80.7314376831055,81.3348617553711,88.5031127929688
"Primary education, duration (years)",6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
"Primary education, pupils",1470754.0,1510811.0,1544709.0,1685411.0,1823989.0,1909389.0,1971539.0,2075694.0,-1.0,2280706.0,2345301.0,2405041.0,2448976.0,2500575.0,2659776.0,2653483.0,2644683.0,2556314.0,2499076.0,2417429.0,2381916.0,2350849.0,2348863.0,2362116.0,2365800.0,2348398.0,2396898.0
"Primary education, pupils (% female)",45.66719,45.68745,45.84028,46.04788,46.08696,46.79549,46.9943,47.24116,-1.0,47.48525,47.60621,47.7458,47.91317,48.02463,48.28786,48.49939,48.58692,48.42527,48.26144,48.20042,48.148,48.11372,48.1633,48.26948,-1.0,-1.0,-1.0
"Primary education, teachers",43731.0,43403.0,45010.0,47475.0,47816.0,58641.0,65708.0,68901.0,-1.0,73835.0,75519.0,77701.0,80418.0,84980.0,95194.0,98763.0,100600.0,100081.0,105618.0,105188.0,98210.0,108113.0,116396.0,116577.0,116490.0,109432.0,114476.0
"Primary education, teachers (% female)",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.4933776855469,64.8511505126953,65.3942108154297,65.2782669067383,65.5265579223633,66.0089492797852,66.197380065918,64.6461791992188,64.952278137207,65.9311676025391,64.4372100830078,64.4343414306641,64.665412902832,64.9309005737305,65.7696075439453,65.4556427001953
Primary government expenditures as a proportion of original approved budget (%),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,97.8073,104.8198,100.0071,92.265,98.5913,101.5973,96.1274,90.3687,94.2931,88.5273,92.7958,92.5031,97.7758,94.4411,66.6193,66.6193
"Primary income payments (BoP, current US$)",205700000.0,270100000.0,311100000.0,275100000.0,280700000.0,424000000.0,401885975.4228,479474623.58,496954161.542,630000000.0,786500000.0,1115000000.0,1398700000.0,1216021190.0,1134262850.0,1403637750.0,1715013680.0,1497056300.0,1899971120.0,1989201810.0,2031742310.0,2125867600.0,2273794820.0,2405553070.0,2414032080.0,2417979190.0,3146685420.0
"Primary income receipts (BoP, current US$)",46600000.0,40200000.0,72400000.0,91400000.0,76200000.0,214400000.0,317455290.62,161098530.59,179089000.0,219900000.0,301500000.0,434600000.0,556000000.0,581950450.0,404997160.0,369943860.0,411715270.0,472073180.0,663971760.0,472233810.0,545270490.0,700588010.0,772646920.0,903343970.0,1009976170.0,1010682460.0,1019362350.0
Primary school age children out-of-school (%),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.786521911621,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.786521911621,-1.0,-1.0,-1.0,-1.0,-1.0,10.786521911621,-1.0,-1.0
Primary school starting age (years),7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Private credit bureau coverage (% of adults),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.4,9.9,9.2,13.1,19.7,28.4,8.8,8.9,8.7,8.6,8.7,8.8,7.9,7.4,7.0,37.1,-1.0,-1.0
"Probability of dying among adolescents ages 10-14 years (per 1,000)",3.6,3.5,3.3,3.2,3.1,3.0,2.9,2.8,2.8,2.7,3.1,2.6,2.5,2.5,2.4,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.1,2.1,2.1,2.0,1.9
"Probability of dying among adolescents ages 15-19 years (per 1,000)",7.3,7.1,7.0,6.9,6.9,6.8,6.9,7.0,7.2,7.4,7.6,7.6,7.5,7.3,7.0,6.8,6.6,6.4,6.3,6.3,6.4,6.4,6.4,6.4,6.4,6.2,6.1
"Probability of dying among children ages 5-9 years (per 1,000)",4.8,4.4,4.2,3.9,3.7,3.5,3.3,3.2,3.0,2.9,3.6,2.6,2.5,2.4,2.3,2.2,2.1,2.0,2.0,1.9,1.8,1.8,1.7,1.7,1.6,1.5,1.4
"Probability of dying among youth ages 20-24 years (per 1,000)",12.3,12.1,11.9,11.7,11.5,11.3,11.3,11.3,11.4,11.5,11.6,11.5,11.3,10.9,10.5,10.0,9.6,9.2,9.0,8.8,8.8,8.7,8.7,8.7,8.6,8.5,8.5
Procedures to build a warehouse (number),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,18.0,18.0,18.0,17.0,17.0,17.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,-1.0,-1.0
Procedures to register property (number),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,-1.0,-1.0
Profit tax (% of commercial profits),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.1,26.1,26.1,25.9,25.9,25.9,25.9,25.9,25.9,24.9,22.5,20.2,20.2,20.2,20.2,-1.0,-1.0
Progression to secondary school (%),-1.0,-1.0,-1.0,-1.0,95.83134,94.4274,95.94675,-1.0,-1.0,92.75099,92.75072,93.27881,92.87041,98.74651,95.97794,89.82081,85.6142,92.45543,85.23767,84.28493,89.46872,89.67384,90.16632,-1.0,-1.0,-1.0,-1.0
"Progression to secondary school, female (%)",-1.0,-1.0,-1.0,-1.0,95.18643,93.9762,94.95854,-1.0,-1.0,91.37366,91.29663,91.1825,90.87587,97.36841,93.1992,86.23007,81.63389,86.99301,80.70884,79.89039,83.16396,84.89556,85.65281,-1.0,-1.0,-1.0,-1.0
"Progression to secondary school, male (%)",-1.0,-1.0,-1.0,-1.0,96.35379,94.79813,96.77436,-1.0,-1.0,93.94472,94.0255,95.15405,94.6803,100.0,98.51344,93.15442,89.36794,97.64427,89.55101,88.42598,95.50459,94.209,94.44697,-1.0,-1.0,-1.0,-1.0
Proportion of people living below 50 percent of median income (%),-1.0,-1.0,-1.0,-1.0,-1.0,21.4,-1.0,-1.0,-1.0,-1.0,-1.0,24.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),-1.0,-1.0,-1.0,-1.0,-1.0,0.29,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.13,-1.0,-1.0,0.92,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),-1.0,-1.0,-1.0,-1.0,-1.0,0.81,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.98,-1.0,-1.0,2.29,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Proportion of population pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),-1.0,-1.0,-1.0,-1.0,-1.0,0.92,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.01,-1.0,-1.0,2.22,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Proportion of population pushed further below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),-1.0,-1.0,-1.0,-1.0,-1.0,3.67,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.52,-1.0,-1.0,2.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Proportion of population pushed further below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),-1.0,-1.0,-1.0,-1.0,-1.0,17.63,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.9,-1.0,-1.0,13.49,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Proportion of population pushed further below the 60% median consumption poverty line by out-of-pocket health care expenditure (%),-1.0,-1.0,-1.0,-1.0,-1.0,18.14,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.86,-1.0,-1.0,13.24,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
